547.387       0       1   96094 16/03/2020 15:44:21
547.262       0       0   96534 16/03/2020 15:44:43
547.137       0       0   96419 16/03/2020 15:45:05
547.012       0       0   97120 16/03/2020 15:45:27
546.887       0       0   96748 16/03/2020 15:45:49
546.762       0       0   96481 16/03/2020 15:46:11
546.637       0       2   97093 16/03/2020 15:46:33
546.512       0       0   97210 16/03/2020 15:46:55
546.387       0       0   97155 16/03/2020 15:47:17
546.262       0       0   97188 16/03/2020 15:47:39
546.137       0       2   97271 16/03/2020 15:48:01
546.012       0       0   97110 16/03/2020 15:48:23
545.887       1       2   97146 16/03/2020 15:48:45
545.762       0       0   97206 16/03/2020 15:49:07
545.637       0       2   97335 16/03/2020 15:49:29
545.512       0       0   96759 16/03/2020 15:49:51
545.387       0       0   96666 16/03/2020 15:50:13
545.262       0       2   97192 16/03/2020 15:50:35
545.137       0       0   97880 16/03/2020 15:50:57
545.012       0       0   97468 16/03/2020 15:51:19
544.887       1       2   97949 16/03/2020 15:51:41
544.762       0       1   98307 16/03/2020 15:52:03
544.637       0       0   97675 16/03/2020 15:52:25
544.512       0       0   98808 16/03/2020 15:52:47
544.387       0       0   98526 16/03/2020 15:53:09
544.262       0       0   98917 16/03/2020 15:53:31
544.137       0       0   98561 16/03/2020 15:53:53
544.012       0       2   99203 16/03/2020 15:54:15
543.887       0       0   99116 16/03/2020 15:54:38
543.763       0       0   99469 16/03/2020 15:55:00
543.638       0       2  100041 16/03/2020 15:55:22
543.513       0       0  101055 16/03/2020 15:55:44
543.388       0       0  101408 16/03/2020 15:56:06
543.263       0       1  101338 16/03/2020 15:56:28
543.138       0       0  102182 16/03/2020 15:56:50
543.013       0       2  102176 16/03/2020 15:57:12
542.888       0       0  103008 16/03/2020 15:57:34
542.763       0       2  104174 16/03/2020 15:57:56
542.638       0       0  104978 16/03/2020 15:58:18
542.513       0       0  106590 16/03/2020 15:58:40
542.388       0       0  106738 16/03/2020 15:59:02
542.263       0       1  108020 16/03/2020 15:59:24
542.138       0       0  109077 16/03/2020 15:59:46
542.013       0       0  110283 16/03/2020 16:00:08
541.888       0       2  111408 16/03/2020 16:00:30
541.763       0       0  112754 16/03/2020 16:00:52
541.638       0       0  113522 16/03/2020 16:01:14
541.513       0       0  114736 16/03/2020 16:01:36
541.388      16      10  116027 16/03/2020 16:01:58
541.263       0       2  116984 16/03/2020 16:02:20
541.138       0       0  117996 16/03/2020 16:02:42
541.013       0       0  117978 16/03/2020 16:03:04
540.888       1       2  118693 16/03/2020 16:03:26
540.763       0       0  120051 16/03/2020 16:03:48
540.638       0       0  120422 16/03/2020 16:04:10
540.513       0       0  120700 16/03/2020 16:04:32
540.388       0       1  120319 16/03/2020 16:04:54
540.263       0       0  119906 16/03/2020 16:05:16
540.138       0       0  118929 16/03/2020 16:05:38
540.013       0       0  117499 16/03/2020 16:06:00
539.888       0       2  116095 16/03/2020 16:06:22
539.763       0       0  113928 16/03/2020 16:06:44
539.638       0       0  110971 16/03/2020 16:07:06
539.513       0       2  108996 16/03/2020 16:07:28
539.388       0       0  105918 16/03/2020 16:07:50
539.264       0       0  102992 16/03/2020 16:08:12
539.139       0       0  101042 16/03/2020 16:08:34
539.014       0       2   98676 16/03/2020 16:08:56
538.889       0       0   97682 16/03/2020 16:09:18
538.764       0       0   95634 16/03/2020 16:09:40
538.639       0       0   94844 16/03/2020 16:10:02
538.514       0       2   94011 16/03/2020 16:10:24
538.389       0       0   92842 16/03/2020 16:10:46
538.264       0       0   92730 16/03/2020 16:11:08
538.139       0       0   92244 16/03/2020 16:11:30
538.014       0       2   91497 16/03/2020 16:11:52
537.889       0       0   91828 16/03/2020 16:12:14
537.764       1       0   92065 16/03/2020 16:12:36
537.639       1       3   91995 16/03/2020 16:12:58
537.514       0       0   91388 16/03/2020 16:13:20
537.389       1       2   91635 16/03/2020 16:13:42
537.264       0       0   92034 16/03/2020 16:14:04
537.139       0       0   91622 16/03/2020 16:14:26
537.014       0       0   91946 16/03/2020 16:14:48
536.889       0       2   92009 16/03/2020 16:15:11
536.764       0       0   92254 16/03/2020 16:15:33
536.639       0       0   91536 16/03/2020 16:15:55
536.514       0       0   92185 16/03/2020 16:16:17
536.389       0       0   91730 16/03/2020 16:16:39
536.264       0       0   92032 16/03/2020 16:17:01
536.139       1       2   92106 16/03/2020 16:17:23
536.014       0       0   92563 16/03/2020 16:17:45
535.889      10      10   92110 16/03/2020 16:18:07
535.764       0       1   91833 16/03/2020 16:18:29
535.639       0       0   92170 16/03/2020 16:18:51
535.514       0       0   92269 16/03/2020 16:19:13
535.389       0       0   92902 16/03/2020 16:19:35
535.264       0       0   93042 16/03/2020 16:19:57
535.139       2       2   93708 16/03/2020 16:20:19
535.015       0       0   93313 16/03/2020 16:20:41
534.890       0       0   93752 16/03/2020 16:21:03
534.765       0       0   94398 16/03/2020 16:21:25
534.640       0       2   94721 16/03/2020 16:21:47
534.515       0       0   94760 16/03/2020 16:22:09
534.390       0       0   94525 16/03/2020 16:22:31
534.265       0       0   95640 16/03/2020 16:22:53
534.140       0       0   96659 16/03/2020 16:23:15
534.015       0       0   97159 16/03/2020 16:23:37
533.890       0       0   97982 16/03/2020 16:23:59
533.765       0       2   98654 16/03/2020 16:24:21
533.640       0       0   99633 16/03/2020 16:24:43
533.515       5       6  100561 16/03/2020 16:25:05
533.390       0       2  101752 16/03/2020 16:25:27
533.265       0       0  103064 16/03/2020 16:25:49
533.140       0       0  104050 16/03/2020 16:26:11
533.015       0       2  105701 16/03/2020 16:26:33
532.890       0       0  107004 16/03/2020 16:26:55
532.765       0       0  108320 16/03/2020 16:27:17
532.640       0       0  109850 16/03/2020 16:27:39
532.515       0       0  111637 16/03/2020 16:28:01
532.390       0       2  113889 16/03/2020 16:28:23
532.265       0       0  115765 16/03/2020 16:28:45
532.140       0       0  117225 16/03/2020 16:29:07
532.015       9       9  118800 16/03/2020 16:29:29
531.890       0       0  120721 16/03/2020 16:29:51
531.765       0       0  122113 16/03/2020 16:30:13
531.640       0       0  124083 16/03/2020 16:30:35
531.515       0       2  124797 16/03/2020 16:30:57
531.390       0       0  125783 16/03/2020 16:31:19
531.265       0       0  126625 16/03/2020 16:31:41
531.140       0       2  126087 16/03/2020 16:32:03
531.015       0       0  125837 16/03/2020 16:32:25
530.890       0       0  124691 16/03/2020 16:32:47
530.766       0       0  123569 16/03/2020 16:33:09
530.641       0       2  120651 16/03/2020 16:33:31
530.516       0       0  117601 16/03/2020 16:33:53
530.391       0       0  114372 16/03/2020 16:34:15
530.266       0       0  110110 16/03/2020 16:34:37
530.141       0       2  107440 16/03/2020 16:35:00
530.016       0       0  103181 16/03/2020 16:35:22
529.891       0       2   99269 16/03/2020 16:35:44
529.766       0       0   95619 16/03/2020 16:36:06
529.641       0       0   91971 16/03/2020 16:36:28
529.516       0       0   89969 16/03/2020 16:36:50
529.391       0       0   87682 16/03/2020 16:37:12
529.266       0       0   84706 16/03/2020 16:37:34
529.141       0       2   83720 16/03/2020 16:37:56
529.016       0       0   82659 16/03/2020 16:38:18
528.891       0       0   81161 16/03/2020 16:38:40
528.766       0       0   80448 16/03/2020 16:39:02
528.641       0       2   80312 16/03/2020 16:39:24
528.516       0       0   78866 16/03/2020 16:39:46
528.391       0       0   78999 16/03/2020 16:40:08
528.266       0       0   79228 16/03/2020 16:40:30
528.141       0       2   78920 16/03/2020 16:40:52
528.016       0       0   78134 16/03/2020 16:41:14
527.891       0       0   77998 16/03/2020 16:41:36
527.766       0       0   77766 16/03/2020 16:41:58
527.641       0       2   78490 16/03/2020 16:42:20
527.516       0       0   77489 16/03/2020 16:42:42
527.391       0       0   77453 16/03/2020 16:43:04
527.266       0       0   77593 16/03/2020 16:43:26
527.141       0       0   77144 16/03/2020 16:43:48
527.016       0       0   77296 16/03/2020 16:44:10
526.891       0       0   76790 16/03/2020 16:44:32
526.766       0       0   77205 16/03/2020 16:44:54
526.641       0       0   76860 16/03/2020 16:45:16
526.516       0       0   76692 16/03/2020 16:45:38
526.391       2       2   77354 16/03/2020 16:46:00
526.267       0       0   76924 16/03/2020 16:46:22
526.142      26      21   76049 16/03/2020 16:46:44
526.017       1       2   76687 16/03/2020 16:47:06
525.892       0       0   77367 16/03/2020 16:47:28
525.767       0       0   77018 16/03/2020 16:47:50
525.642       0       0   77031 16/03/2020 16:48:12
525.517       0       0   75811 16/03/2020 16:48:34
525.392       0       0   76474 16/03/2020 16:48:56
525.267       0       0   76282 16/03/2020 16:49:18
525.142       0       0   76714 16/03/2020 16:49:40
525.017       0       0   76816 16/03/2020 16:50:02
524.892       0       0   75959 16/03/2020 16:50:24
524.767       0       0   76252 16/03/2020 16:50:46
524.642       0       0   76041 16/03/2020 16:51:08
524.517       0       0   77172 16/03/2020 16:51:30
524.392       0       1   76068 16/03/2020 16:51:52
524.267       0       0   76278 16/03/2020 16:52:14
524.142       0       0   76457 16/03/2020 16:52:36
524.017       0       0   76839 16/03/2020 16:52:58
523.892       0       0   76808 16/03/2020 16:53:21
523.767       0       0   76391 16/03/2020 16:53:43
523.642       0       0   76700 16/03/2020 16:54:05
523.517       0       0   76811 16/03/2020 16:54:27
523.392       0       1   77092 16/03/2020 16:54:49
523.267       0       1   76948 16/03/2020 16:55:11
523.142       0       0   77494 16/03/2020 16:55:33
523.017       0       0   77679 16/03/2020 16:55:55
522.892       0       0   77620 16/03/2020 16:56:17
522.767       0       2   77312 16/03/2020 16:56:39
522.642       0       0   77592 16/03/2020 16:57:01
522.517       0       0   77072 16/03/2020 16:57:23
522.392       0       0   77616 16/03/2020 16:57:45
522.267       0       2   77021 16/03/2020 16:58:07
522.142       0       0   77160 16/03/2020 16:58:29
522.018       0       0   76313 16/03/2020 16:58:51
521.893       0       2   75904 16/03/2020 16:59:13
521.768       0       0   75974 16/03/2020 16:59:35
521.643       0       0   75738 16/03/2020 16:59:57
521.518       1       2   75523 16/03/2020 17:00:19
521.393       0       0   74992 16/03/2020 17:00:41
521.268       0       0   74994 16/03/2020 17:01:03
521.143       0       1   74332 16/03/2020 17:01:25
521.018       0       0   74309 16/03/2020 17:01:47
520.893       0       0   74317 16/03/2020 17:02:09
520.768       0       0   73666 16/03/2020 17:02:31
520.643       0       2   73359 16/03/2020 17:02:53
520.518       0       0   73197 16/03/2020 17:03:15
520.393       9       7   73126 16/03/2020 17:03:37
520.268       0       1   72642 16/03/2020 17:03:59
520.143       0       0   72168 16/03/2020 17:04:21
520.018       0       0   72314 16/03/2020 17:04:43
519.893       0       0   71536 16/03/2020 17:05:05
519.768       0       1   71673 16/03/2020 17:05:27
519.643       0       0   71805 16/03/2020 17:05:49
519.518       0       0   71103 16/03/2020 17:06:11
519.393      57     324   71020 16/03/2020 17:06:33
519.268       0       0   70657 16/03/2020 17:06:55
519.143       9     103   70935 16/03/2020 17:07:17
519.018       0       0   70650 16/03/2020 17:07:39
518.893       0       1   70154 16/03/2020 17:08:01
518.768       0       0   70348 16/03/2020 17:08:23
518.643       0       0   69849 16/03/2020 17:08:45
518.518       0       0   69753 16/03/2020 17:09:07
518.393       0       0   69836 16/03/2020 17:09:29
518.268       0       2   70231 16/03/2020 17:09:51
518.143       0       0   69394 16/03/2020 17:10:13
518.018       0       0   69665 16/03/2020 17:10:35
517.893       0       0   70300 16/03/2020 17:10:57
517.768       0       0   70103 16/03/2020 17:11:20
517.643       0       0   70074 16/03/2020 17:11:42
517.518       0       0   69761 16/03/2020 17:12:04
517.394       1       4   69208 16/03/2020 17:12:26
517.269       0       0   69638 16/03/2020 17:12:48
517.144       0       2   70312 16/03/2020 17:13:10
517.019       0       2   70281 16/03/2020 17:13:32
516.894       0       0   69886 16/03/2020 17:13:54
516.769       0       0   69858 16/03/2020 17:14:16
516.644       0       0   70095 16/03/2020 17:14:38
516.519       0       2   69478 16/03/2020 17:15:00
516.394       0       0   69971 16/03/2020 17:15:22
516.269       0       0   69809 16/03/2020 17:15:44
516.144       0       2   69544 16/03/2020 17:16:06
516.019       0       0   69550 16/03/2020 17:16:28
515.894       0       0   69096 16/03/2020 17:16:50
515.769       0       0   69548 16/03/2020 17:17:12
515.644       9      12   69761 16/03/2020 17:17:34
515.519       0       0   69537 16/03/2020 17:17:56
515.394       0       0   69462 16/03/2020 17:18:18
515.269       0       0   69167 16/03/2020 17:18:40
515.144       0       2   69399 16/03/2020 17:19:02
515.019       0       0   69638 16/03/2020 17:19:24
514.894       0       0   69702 16/03/2020 17:19:46
514.769       0       3   69564 16/03/2020 17:20:08
514.644       0       0   69728 16/03/2020 17:20:30
514.519      19      11   69648 16/03/2020 17:20:52
514.394       0       0   69804 16/03/2020 17:21:14
514.269       0       0   69644 16/03/2020 17:21:36
514.144       0       1   69341 16/03/2020 17:21:58
514.019       0       0   69996 16/03/2020 17:22:20
513.894       0       0   69764 16/03/2020 17:22:42
513.769       0       2   69016 16/03/2020 17:23:04
513.644       0       0   69962 16/03/2020 17:23:26
513.519       0       0   69919 16/03/2020 17:23:48
513.394       0       0   69609 16/03/2020 17:24:10
513.269       0       0   69584 16/03/2020 17:24:32
513.145       0       0   69734 16/03/2020 17:24:54
513.020       0       0   69587 16/03/2020 17:25:16
512.895       0       0   69835 16/03/2020 17:25:38
512.770       0       0   69672 16/03/2020 17:26:00
512.645       0       0   69979 16/03/2020 17:26:22
512.520       0       0   69299 16/03/2020 17:26:44
512.395       0       0   69377 16/03/2020 17:27:06
512.270       0       0   69548 16/03/2020 17:27:28
512.145       0       0   68967 16/03/2020 17:27:50
512.020       0       0   69110 16/03/2020 17:28:12
511.895       0       2   69440 16/03/2020 17:28:34
511.770       0       0   69420 16/03/2020 17:28:56
511.645       0       0   68860 16/03/2020 17:29:18
511.520       0       0   69030 16/03/2020 17:29:41
511.395       0       0   69560 16/03/2020 17:30:03
511.270       0       0   69065 16/03/2020 17:30:25
511.145       0       2   69207 16/03/2020 17:30:47
511.020       0       0   69357 16/03/2020 17:31:09
510.895       0       0   69144 16/03/2020 17:31:31
510.770       0       0   69214 16/03/2020 17:31:53
510.645       1       2   69145 16/03/2020 17:32:15
510.520       0       0   68974 16/03/2020 17:32:37
510.395       0       0   69284 16/03/2020 17:32:59
510.270       0       0   69329 16/03/2020 17:33:21
510.145       0       0   69359 16/03/2020 17:33:43
510.020       0       1   68680 16/03/2020 17:34:05
