Name: Sanjib
Sample: H1242
Measuring Station: Gilgamesh
Start Date/Time: 6/24/2019 / 8:15:31 PM
Actual time: 6/24/2019 / 8:15:33 PM

Comment:
H1242 [ZnTe\CuMnSb\Ru]

Ref resistor= 47 ohm

B= 7 T to 0 T at Temp = 4.2 K  Time constant= 300 ms
measurement delay = 500 ms

I(1-10)
Vexc=0.9 V; Voltage Divider=30:1

Vref-Ag1-Ch1 (sen20mv)
V(11-12)-Ag1-Ch2 (sen20mv)
V(1-12)-Ag2-Ch1 (sen20mv)
V(11-10)-Ag2-Ch2 (sen20mv)



Swept Device: B-Field set (Mercury iPS) [T]
Beginvalue: 7.000000E+0; Endvalue: -5.000000E-1
Measurement type: Unidirectional
Step Device: None (value in data file set to '0')
DCV (Agilent1 34420a Ch1) [V] DCV (Agilent1 34420a Ch2) [V] DCV (Agilent2 34420a Ch1) [V] DCV (Agilent2 34420a Ch2) [V] Temperature (LS332) [K] Temperature (LS332) [Ohm]
  Start Value:   Start Value:   Start Value:   Start Value:   Start Value:   Start Value:
3.767828E+0 1.586719E+0 3.639967E+0 5.294393E-1 4.203000E+0 1.015600E+3
---------											
B-Field set (Mercury iPS) [T]	None () []	DCV (Agilent1 34420a Ch1) [V]	DCV (Agilent1 34420a Ch2) [V]	DCV (Agilent2 34420a Ch1) [V]	DCV (Agilent2 34420a Ch2) [V]	Temperature (LS332) [K]	Temperature (LS332) [Ohm]	Rxx (Ohm)	G1 (e2/h)	Rxy (Ohm)	R2 (Ohm)
											
7.00000E+0	0.00000E+0	3.76783E+0	1.58675E+0	3.63998E+0	5.29520E-1	4.20200E+0	1.01560E+3	1.97932E+1	1.30414E+3	4.54053E+1	5.68502E+2
6.98000E+0	0.00000E+0	3.76827E+0	1.58673E+0	3.64006E+0	5.29488E-1	4.20300E+0	1.01560E+3	1.97906E+1	1.30431E+3	4.54008E+1	5.68558E+2
6.96000E+0	0.00000E+0	3.76698E+0	1.58642E+0	3.63994E+0	5.29407E-1	4.20300E+0	1.01560E+3	1.97935E+1	1.30411E+3	4.54150E+1	5.68381E+2
6.94000E+0	0.00000E+0	3.76778E+0	1.58648E+0	3.64010E+0	5.29366E-1	4.20300E+0	1.01560E+3	1.97901E+1	1.30434E+3	4.54073E+1	5.68476E+2
6.92000E+0	0.00000E+0	3.76865E+0	1.58657E+0	3.64021E+0	5.29340E-1	4.20300E+0	1.01560E+3	1.97866E+1	1.30457E+3	4.53982E+1	5.68591E+2
6.90000E+0	0.00000E+0	3.76880E+0	1.58652E+0	3.64029E+0	5.29242E-1	4.20300E+0	1.01550E+3	1.97852E+1	1.30466E+3	4.53974E+1	5.68601E+2
6.88000E+0	0.00000E+0	3.76737E+0	1.58609E+0	3.63992E+0	5.29324E-1	4.20300E+0	1.01550E+3	1.97873E+1	1.30452E+3	4.54100E+1	5.68443E+2
6.86000E+0	0.00000E+0	3.76754E+0	1.58611E+0	3.64002E+0	5.29059E-1	4.20300E+0	1.01550E+3	1.97867E+1	1.30456E+3	4.54093E+1	5.68452E+2
6.84000E+0	0.00000E+0	3.76799E+0	1.58614E+0	3.64015E+0	5.29219E-1	4.20300E+0	1.01550E+3	1.97847E+1	1.30469E+3	4.54055E+1	5.68500E+2
6.82000E+0	0.00000E+0	3.76833E+0	1.58605E+0	3.64000E+0	5.29144E-1	4.20300E+0	1.01550E+3	1.97819E+1	1.30488E+3	4.53994E+1	5.68576E+2
6.80000E+0	0.00000E+0	3.76800E+0	1.58596E+0	3.64017E+0	5.29194E-1	4.20300E+0	1.01550E+3	1.97824E+1	1.30485E+3	4.54055E+1	5.68499E+2
6.78000E+0	0.00000E+0	3.76707E+0	1.58573E+0	3.64000E+0	5.29109E-1	4.20300E+0	1.01540E+3	1.97845E+1	1.30471E+3	4.54146E+1	5.68386E+2
6.76000E+0	0.00000E+0	3.76906E+0	1.58596E+0	3.64007E+0	5.29063E-1	4.20300E+0	1.01540E+3	1.97768E+1	1.30521E+3	4.53914E+1	5.68676E+2
6.74000E+0	0.00000E+0	3.76845E+0	1.58584E+0	3.64012E+0	5.29101E-1	4.20300E+0	1.01540E+3	1.97785E+1	1.30510E+3	4.53995E+1	5.68574E+2
6.72000E+0	0.00000E+0	3.76900E+0	1.58576E+0	3.64007E+0	5.29021E-1	4.20400E+0	1.01540E+3	1.97747E+1	1.30536E+3	4.53922E+1	5.68666E+2
6.70000E+0	0.00000E+0	3.76817E+0	1.58563E+0	3.64003E+0	5.29017E-1	4.20400E+0	1.01540E+3	1.97775E+1	1.30517E+3	4.54018E+1	5.68546E+2
6.68000E+0	0.00000E+0	3.76807E+0	1.58550E+0	3.63999E+0	5.28973E-1	4.20400E+0	1.01530E+3	1.97763E+1	1.30525E+3	4.54023E+1	5.68539E+2
6.66000E+0	0.00000E+0	3.76867E+0	1.58550E+0	3.64012E+0	5.29053E-1	4.20400E+0	1.01530E+3	1.97731E+1	1.30546E+3	4.53969E+1	5.68607E+2
6.64000E+0	0.00000E+0	3.76883E+0	1.58544E+0	3.64014E+0	5.28887E-1	4.20400E+0	1.01530E+3	1.97716E+1	1.30556E+3	4.53951E+1	5.68630E+2
6.62000E+0	0.00000E+0	3.76805E+0	1.58518E+0	3.63967E+0	5.28882E-1	4.20400E+0	1.01520E+3	1.97724E+1	1.30550E+3	4.53987E+1	5.68584E+2
6.60000E+0	0.00000E+0	3.76858E+0	1.58520E+0	3.63978E+0	5.28854E-1	4.20400E+0	1.01530E+3	1.97698E+1	1.30568E+3	4.53937E+1	5.68648E+2
6.58000E+0	0.00000E+0	3.76837E+0	1.58513E+0	3.63986E+0	5.28804E-1	4.20400E+0	1.01520E+3	1.97702E+1	1.30566E+3	4.53972E+1	5.68604E+2
6.56000E+0	0.00000E+0	3.76871E+0	1.58515E+0	3.63994E+0	5.28782E-1	4.20400E+0	1.01520E+3	1.97686E+1	1.30576E+3	4.53942E+1	5.68641E+2
6.54000E+0	0.00000E+0	3.76972E+0	1.58522E+0	3.64006E+0	5.28718E-1	4.20400E+0	1.01510E+3	1.97641E+1	1.30605E+3	4.53834E+1	5.68776E+2
6.52000E+0	0.00000E+0	3.76982E+0	1.58519E+0	3.63999E+0	5.28694E-1	4.20400E+0	1.01510E+3	1.97632E+1	1.30611E+3	4.53813E+1	5.68802E+2
6.50000E+0	0.00000E+0	3.76889E+0	1.58549E+0	3.64114E+0	5.28838E-1	4.20400E+0	1.01510E+3	1.97718E+1	1.30554E+3	4.54068E+1	5.68483E+2
6.48000E+0	0.00000E+0	3.76910E+0	1.58486E+0	3.63965E+0	5.28616E-1	4.20500E+0	1.01510E+3	1.97629E+1	1.30614E+3	4.53857E+1	5.68748E+2
6.46000E+0	0.00000E+0	3.76886E+0	1.58470E+0	3.63973E+0	5.28452E-1	4.20500E+0	1.01510E+3	1.97621E+1	1.30619E+3	4.53897E+1	5.68697E+2
6.44000E+0	0.00000E+0	3.76986E+0	1.58487E+0	3.63993E+0	5.28599E-1	4.20500E+0	1.01500E+3	1.97591E+1	1.30638E+3	4.53801E+1	5.68817E+2
6.42000E+0	0.00000E+0	3.76944E+0	1.58472E+0	3.63977E+0	5.28601E-1	4.20500E+0	1.01510E+3	1.97593E+1	1.30637E+3	4.53831E+1	5.68780E+2
6.40000E+0	0.00000E+0	3.76875E+0	1.58447E+0	3.63960E+0	5.28564E-1	4.20500E+0	1.01500E+3	1.97599E+1	1.30633E+3	4.53894E+1	5.68701E+2
6.38000E+0	0.00000E+0	3.76976E+0	1.58462E+0	3.63965E+0	5.28502E-1	4.20500E+0	1.01500E+3	1.97564E+1	1.30656E+3	4.53778E+1	5.68847E+2
6.36000E+0	0.00000E+0	3.77022E+0	1.58466E+0	3.63990E+0	5.28435E-1	4.20500E+0	1.01500E+3	1.97545E+1	1.30669E+3	4.53754E+1	5.68877E+2
6.34000E+0	0.00000E+0	3.76990E+0	1.58450E+0	3.63979E+0	5.28397E-1	4.20500E+0	1.01490E+3	1.97542E+1	1.30671E+3	4.53778E+1	5.68846E+2
6.32000E+0	0.00000E+0	3.77005E+0	1.58449E+0	3.63997E+0	5.28392E-1	4.20500E+0	1.01490E+3	1.97533E+1	1.30677E+3	4.53783E+1	5.68840E+2
6.30000E+0	0.00000E+0	3.76996E+0	1.58437E+0	3.63971E+0	5.28412E-1	4.20500E+0	1.01490E+3	1.97522E+1	1.30684E+3	4.53762E+1	5.68866E+2
6.28000E+0	0.00000E+0	3.76948E+0	1.58418E+0	3.63987E+0	5.28291E-1	4.20500E+0	1.01490E+3	1.97525E+1	1.30682E+3	4.53839E+1	5.68770E+2
6.26000E+0	0.00000E+0	3.76975E+0	1.58414E+0	3.63960E+0	5.28333E-1	4.20600E+0	1.01480E+3	1.97506E+1	1.30695E+3	4.53774E+1	5.68851E+2
6.24000E+0	0.00000E+0	3.76938E+0	1.58404E+0	3.63962E+0	5.28301E-1	4.20600E+0	1.01480E+3	1.97513E+1	1.30690E+3	4.53820E+1	5.68793E+2
6.22000E+0	0.00000E+0	3.76916E+0	1.58388E+0	3.63961E+0	5.28257E-1	4.20600E+0	1.01480E+3	1.97505E+1	1.30696E+3	4.53846E+1	5.68761E+2
6.20000E+0	0.00000E+0	3.76943E+0	1.58392E+0	3.63987E+0	5.28528E-1	4.20600E+0	1.01480E+3	1.97495E+1	1.30702E+3	4.53846E+1	5.68761E+2
6.18000E+0	0.00000E+0	3.76985E+0	1.58395E+0	3.64000E+0	5.28113E-1	4.20600E+0	1.01480E+3	1.97477E+1	1.30714E+3	4.53812E+1	5.68804E+2
6.16000E+0	0.00000E+0	3.76983E+0	1.58388E+0	3.63989E+0	5.28101E-1	4.20600E+0	1.01470E+3	1.97468E+1	1.30720E+3	4.53800E+1	5.68819E+2
6.14000E+0	0.00000E+0	3.76950E+0	1.58371E+0	3.63986E+0	5.28069E-1	4.20600E+0	1.01470E+3	1.97465E+1	1.30722E+3	4.53836E+1	5.68774E+2
6.12000E+0	0.00000E+0	3.76933E+0	1.58375E+0	3.64007E+0	5.28096E-1	4.20600E+0	1.01460E+3	1.97479E+1	1.30713E+3	4.53883E+1	5.68715E+2
6.10000E+0	0.00000E+0	3.76942E+0	1.58353E+0	3.63971E+0	5.28014E-1	4.20600E+0	1.01460E+3	1.97446E+1	1.30734E+3	4.53827E+1	5.68785E+2
6.08000E+0	0.00000E+0	3.77047E+0	1.58354E+0	3.63976E+0	5.27958E-1	4.20700E+0	1.01460E+3	1.97393E+1	1.30769E+3	4.53706E+1	5.68936E+2
6.06000E+0	0.00000E+0	3.77029E+0	1.58345E+0	3.63965E+0	5.27714E-1	4.20700E+0	1.01460E+3	1.97391E+1	1.30771E+3	4.53716E+1	5.68925E+2
6.04000E+0	0.00000E+0	3.77076E+0	1.58357E+0	3.64002E+0	5.27939E-1	4.20700E+0	1.01450E+3	1.97381E+1	1.30778E+3	4.53704E+1	5.68939E+2
6.02000E+0	0.00000E+0	3.76820E+0	1.58306E+0	3.63948E+0	5.27823E-1	4.20700E+0	1.01450E+3	1.97452E+1	1.30731E+3	4.53945E+1	5.68637E+2
6.00000E+0	0.00000E+0	3.77048E+0	1.58332E+0	3.63968E+0	5.27907E-1	4.20700E+0	1.01450E+3	1.97365E+1	1.30788E+3	4.53695E+1	5.68950E+2
5.98000E+0	0.00000E+0	3.77121E+0	1.58345E+0	3.64015E+0	5.27841E-1	4.20700E+0	1.01450E+3	1.97343E+1	1.30803E+3	4.53667E+1	5.68986E+2
5.96000E+0	0.00000E+0	3.77078E+0	1.58325E+0	3.63978E+0	5.27757E-1	4.20700E+0	1.01450E+3	1.97341E+1	1.30804E+3	4.53672E+1	5.68979E+2
5.94000E+0	0.00000E+0	3.77100E+0	1.58323E+0	3.63976E+0	5.27625E-1	4.20700E+0	1.01440E+3	1.97327E+1	1.30814E+3	4.53643E+1	5.69016E+2
5.92000E+0	0.00000E+0	3.77094E+0	1.58299E+0	3.63833E+0	5.27555E-1	4.20700E+0	1.01440E+3	1.97300E+1	1.30831E+3	4.53472E+1	5.69230E+2
5.90000E+0	0.00000E+0	3.77123E+0	1.58315E+0	3.63975E+0	5.27667E-1	4.20700E+0	1.01430E+3	1.97304E+1	1.30828E+3	4.53614E+1	5.69052E+2
5.88000E+0	0.00000E+0	3.77304E+0	1.58361E+0	3.64047E+0	5.27627E-1	4.20700E+0	1.01430E+3	1.97268E+1	1.30853E+3	4.53487E+1	5.69212E+2
5.86000E+0	0.00000E+0	3.77170E+0	1.58312E+0	3.64023E+0	5.27675E-1	4.20800E+0	1.01430E+3	1.97277E+1	1.30847E+3	4.53617E+1	5.69049E+2
5.84000E+0	0.00000E+0	3.77114E+0	1.58295E+0	3.64012E+0	5.27345E-1	4.20800E+0	1.01430E+3	1.97284E+1	1.30842E+3	4.53670E+1	5.68982E+2
5.82000E+0	0.00000E+0	3.77019E+0	1.58265E+0	3.63979E+0	5.27483E-1	4.20800E+0	1.01430E+3	1.97297E+1	1.30833E+3	4.53744E+1	5.68889E+2
5.80000E+0	0.00000E+0	3.77137E+0	1.58283E+0	3.64000E+0	5.27475E-1	4.20800E+0	1.01430E+3	1.97257E+1	1.30860E+3	4.53627E+1	5.69035E+2
5.78000E+0	0.00000E+0	3.77137E+0	1.58279E+0	3.63986E+0	5.27381E-1	4.20800E+0	1.01420E+3	1.97253E+1	1.30863E+3	4.53611E+1	5.69056E+2
5.76000E+0	0.00000E+0	3.77152E+0	1.58269E+0	3.63993E+0	5.27508E-1	4.20800E+0	1.01420E+3	1.97232E+1	1.30876E+3	4.53601E+1	5.69068E+2
5.74000E+0	0.00000E+0	3.77055E+0	1.58246E+0	3.63965E+0	5.27231E-1	4.20800E+0	1.01420E+3	1.97254E+1	1.30862E+3	4.53684E+1	5.68964E+2
5.72000E+0	0.00000E+0	3.77072E+0	1.58241E+0	3.63972E+0	5.27319E-1	4.20800E+0	1.01420E+3	1.97238E+1	1.30872E+3	4.53671E+1	5.68981E+2
5.70000E+0	0.00000E+0	3.77125E+0	1.58245E+0	3.63963E+0	5.27305E-1	4.20800E+0	1.01410E+3	1.97216E+1	1.30887E+3	4.53596E+1	5.69074E+2
5.68000E+0	0.00000E+0	3.77142E+0	1.58244E+0	3.63999E+0	5.27290E-1	4.20800E+0	1.01410E+3	1.97206E+1	1.30893E+3	4.53621E+1	5.69043E+2
5.66000E+0	0.00000E+0	3.77094E+0	1.58229E+0	3.63984E+0	5.27232E-1	4.20800E+0	1.01410E+3	1.97213E+1	1.30889E+3	4.53660E+1	5.68994E+2
5.64000E+0	0.00000E+0	3.77160E+0	1.58232E+0	3.63970E+0	5.27197E-1	4.20900E+0	1.01410E+3	1.97182E+1	1.30910E+3	4.53564E+1	5.69115E+2
5.62000E+0	0.00000E+0	3.77125E+0	1.58217E+0	3.63948E+0	5.27214E-1	4.20900E+0	1.01400E+3	1.97181E+1	1.30910E+3	4.53577E+1	5.69099E+2
5.60000E+0	0.00000E+0	3.77113E+0	1.58209E+0	3.63961E+0	5.27155E-1	4.20900E+0	1.01400E+3	1.97177E+1	1.30913E+3	4.53608E+1	5.69059E+2
5.58000E+0	0.00000E+0	3.77180E+0	1.58219E+0	3.63977E+0	5.27097E-1	4.20900E+0	1.01400E+3	1.97155E+1	1.30927E+3	4.53548E+1	5.69135E+2
5.56000E+0	0.00000E+0	3.77112E+0	1.58194E+0	3.63960E+0	5.27107E-1	4.20900E+0	1.01400E+3	1.97159E+1	1.30925E+3	4.53609E+1	5.69059E+2
5.54000E+0	0.00000E+0	3.77139E+0	1.58187E+0	3.63949E+0	5.27016E-1	4.20900E+0	1.01400E+3	1.97137E+1	1.30939E+3	4.53563E+1	5.69116E+2
5.52000E+0	0.00000E+0	3.77199E+0	1.58194E+0	3.63961E+0	5.27051E-1	4.20900E+0	1.01390E+3	1.97115E+1	1.30954E+3	4.53506E+1	5.69188E+2
5.50000E+0	0.00000E+0	3.77108E+0	1.58175E+0	3.63975E+0	5.27012E-1	4.20900E+0	1.01390E+3	1.97137E+1	1.30939E+3	4.53632E+1	5.69029E+2
5.48000E+0	0.00000E+0	3.77134E+0	1.58171E+0	3.63970E+0	5.26949E-1	4.20900E+0	1.01390E+3	1.97120E+1	1.30951E+3	4.53595E+1	5.69076E+2
5.46000E+0	0.00000E+0	3.77270E+0	1.58178E+0	3.63962E+0	5.26943E-1	4.20900E+0	1.01390E+3	1.97057E+1	1.30992E+3	4.53421E+1	5.69294E+2
5.44000E+0	0.00000E+0	3.77138E+0	1.58156E+0	3.63957E+0	5.26952E-1	4.20900E+0	1.01380E+3	1.97099E+1	1.30965E+3	4.53574E+1	5.69103E+2
5.42000E+0	0.00000E+0	3.77180E+0	1.58155E+0	3.63965E+0	5.26860E-1	4.20900E+0	1.01380E+3	1.97075E+1	1.30981E+3	4.53532E+1	5.69155E+2
5.40000E+0	0.00000E+0	3.77178E+0	1.58149E+0	3.63986E+0	5.26798E-1	4.21000E+0	1.01380E+3	1.97069E+1	1.30984E+3	4.53562E+1	5.69118E+2
5.38000E+0	0.00000E+0	3.77187E+0	1.58140E+0	3.63968E+0	5.26802E-1	4.21000E+0	1.01380E+3	1.97053E+1	1.30995E+3	4.53529E+1	5.69159E+2
5.36000E+0	0.00000E+0	3.77179E+0	1.58134E+0	3.63981E+0	5.26778E-1	4.21000E+0	1.01380E+3	1.97050E+1	1.30997E+3	4.53555E+1	5.69127E+2
5.34000E+0	0.00000E+0	3.77183E+0	1.58129E+0	3.63986E+0	5.26692E-1	4.21000E+0	1.01380E+3	1.97041E+1	1.31003E+3	4.53555E+1	5.69126E+2
5.32000E+0	0.00000E+0	3.77182E+0	1.58124E+0	3.63989E+0	5.26742E-1	4.21000E+0	1.01370E+3	1.97035E+1	1.31007E+3	4.53560E+1	5.69120E+2
5.30000E+0	0.00000E+0	3.77268E+0	1.58133E+0	3.63991E+0	5.26735E-1	4.21000E+0	1.01370E+3	1.97002E+1	1.31029E+3	4.53460E+1	5.69245E+2
5.28000E+0	0.00000E+0	3.77141E+0	1.58096E+0	3.63948E+0	5.26633E-1	4.21000E+0	1.01370E+3	1.97022E+1	1.31016E+3	4.53559E+1	5.69121E+2
5.26000E+0	0.00000E+0	3.77279E+0	1.58121E+0	3.63997E+0	5.26693E-1	4.21000E+0	1.01370E+3	1.96982E+1	1.31043E+3	4.53454E+1	5.69253E+2
5.24000E+0	0.00000E+0	3.77137E+0	1.58082E+0	3.63953E+0	5.26643E-1	4.21000E+0	1.01370E+3	1.97007E+1	1.31026E+3	4.53570E+1	5.69107E+2
5.22000E+0	0.00000E+0	3.77197E+0	1.58085E+0	3.63957E+0	5.26583E-1	4.21000E+0	1.01360E+3	1.96980E+1	1.31044E+3	4.53503E+1	5.69192E+2
5.20000E+0	0.00000E+0	3.77176E+0	1.58076E+0	3.63969E+0	5.26606E-1	4.21000E+0	1.01360E+3	1.96979E+1	1.31044E+3	4.53543E+1	5.69142E+2
5.18000E+0	0.00000E+0	3.77301E+0	1.58096E+0	3.63982E+0	5.26596E-1	4.21000E+0	1.01360E+3	1.96938E+1	1.31072E+3	4.53409E+1	5.69309E+2
5.16000E+0	0.00000E+0	3.77264E+0	1.58079E+0	3.63963E+0	5.26521E-1	4.21000E+0	1.01360E+3	1.96937E+1	1.31073E+3	4.53429E+1	5.69285E+2
5.14000E+0	0.00000E+0	3.77281E+0	1.58085E+0	3.63991E+0	5.26517E-1	4.21000E+0	1.01360E+3	1.96936E+1	1.31073E+3	4.53445E+1	5.69265E+2
5.12000E+0	0.00000E+0	3.77195E+0	1.58057E+0	3.63957E+0	5.26525E-1	4.21100E+0	1.01350E+3	1.96944E+1	1.31067E+3	4.53504E+1	5.69190E+2
5.10000E+0	0.00000E+0	3.77222E+0	1.58060E+0	3.63976E+0	5.26415E-1	4.21100E+0	1.01350E+3	1.96935E+1	1.31074E+3	4.53496E+1	5.69200E+2
5.08000E+0	0.00000E+0	3.77261E+0	1.58060E+0	3.63973E+0	5.26392E-1	4.21100E+0	1.01350E+3	1.96914E+1	1.31088E+3	4.53446E+1	5.69264E+2
5.06000E+0	0.00000E+0	3.77225E+0	1.58043E+0	3.63974E+0	5.26485E-1	4.21100E+0	1.01350E+3	1.96913E+1	1.31089E+3	4.53490E+1	5.69207E+2
